"Date","volume","Rd_daily"
2013-05-11,10,0.00901010017234404
2013-05-11,15,0.00925503136824699
2013-05-11,20,0.00932740986520461
2013-05-11,25,0.00598079694448211
2013-05-11,35,0.00723130237867772
2013-05-11,1000,0.00776799123260203
2013-05-12,5,0.00752497721470374
2013-05-12,10,0.00885979772800319
2013-05-12,15,0.00910064309170279
2013-05-12,20,0.00917181420308174
2013-05-12,25,0.0058810279760281
2013-05-12,35,0.00711067304021385
2013-05-12,1000,0.00763840909172171
2013-05-13,5,0.00739439873927262
2013-05-13,10,0.00870605654753952
2013-05-13,15,0.00894272260019149
2013-05-13,20,0.00901265870248623
2013-05-13,25,0.00577897641558258
2013-05-13,35,0.00698728385000261
2013-05-13,1000,0.00750586226992306
2013-05-14,5,0.00735831897404492
2013-05-14,10,0.00866357676150553
2013-05-14,15,0.00889908804067042
2013-05-14,20,0.00896868290113594
2013-05-14,25,0.00575077884067723
2013-05-14,35,0.00695319053562013
2013-05-14,1000,0.00746923863653798
2013-05-15,5,0.00613056776444995
2013-05-15,10,0.00721804050711423
2013-05-15,15,0.00741425622721354
2013-05-15,20,0.00747223903682621
2013-05-15,25,0.00479124912979363
2013-05-15,35,0.00579303586975639
2013-05-15,1000,0.00622298024476266
2013-05-16,5,0.0072351335360332
2013-05-16,10,0.00851854003479136
2013-05-16,15,0.0087501086253907
2013-05-16,20,0.00881853839999897
2013-05-16,25,0.00565450519272909
2013-05-16,35,0.00683678734288949
2013-05-16,1000,0.00734419629516877
2013-05-17,5,0.00706835665476996
2013-05-17,10,0.00832217938258736
2013-05-17,15,0.00854841009142594
2013-05-17,20,0.00861526249301989
2013-05-17,25,0.00552416333567372
2013-05-17,35,0.00667919272971083
2013-05-17,1000,0.00717490541098631
2013-05-18,5,0.00595979813067131
2013-05-18,10,0.00701697884670049
2013-05-18,15,0.00720772889250169
2013-05-18,20,0.00726409656571208
2013-05-18,25,0.00465778679960267
2013-05-18,35,0.00563166833383559
2013-05-18,1000,0.0060496364211168
2013-05-19,5,0.00571179303795814
2013-05-19,10,0.00672498129052717
2013-05-19,15,0.00690779365425312
2013-05-19,20,0.00696181569935429
2013-05-19,25,0.0044639623072715
2013-05-19,35,0.00539731770707947
2013-05-19,1000,0.00579789288742583
2013-05-20,5,0.00568160660657926
2013-05-20,10,0.00668944022926994
2013-05-20,15,0.00687128644229047
2013-05-20,20,0.00692502298461755
2013-05-20,25,0.00444037057504821
2013-05-20,35,0.00536879325608624
2013-05-20,1000,0.00576725142429416
2013-05-21,5,0.00717379321983951
2013-05-21,10,0.00844631884680079
2013-05-21,15,0.00867592417155339
2013-05-21,20,0.00874377379045471
2013-05-21,25,0.00560656563021605
2013-05-21,35,0.00677882425274426
2013-05-21,1000,0.00728193133202876
